Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Raw Data/FastQC Reports]	Parameter Value[Raw Data/MultiQC Reports]	Parameter Value[trimmed sequence data]	Parameter Value[Trimmed Sequence Data/FastQC Reports]	Parameter Value[Trimmed Sequence Data/MultiQC Reports]	Parameter Value[Trimmed Sequence Data/Trimming Reports]	Parameter Value[aligned sequence data]	Parameter Value[Raw Counts Data]	Parameter Value[Normalized Counts Data]	Parameter Value[differential expression analysis data]	Protocol REF	Parameter Value[Merged Sequence Data]	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
17.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				17.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_17_4_S69_L001_R1_001.fastq.gz,GLDS-554_rna-seq_17_4_S69_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_17_4_S69_L001_R1_001_fastqc.html,GLDS-554_rna-seq_17_4_S69_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_17_4_S69_L001_R2_001_fastqc.html,GLDS-554_rna-seq_17_4_S69_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_17_4_S69_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_17_4_S69_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_17_4_S69_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_17_4_S69_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_17_4_S69_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_17_4_S69_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_17_4_S69_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_17_4_S69_L001_R2_raw.fastq.gz	13469629	read	SO	http://purl.obolibrary.org/obo/SO_0000150	65.02	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.1	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G16.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_1_S13_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_1_S13_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_1_S13_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_1_S13_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_1_S13_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_1_S13_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_1_S13_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_1_S13_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_1_S13_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_1_S13_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_1_S13_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_1_S13_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_1_S13_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_1_S13_L001_R2_raw.fastq.gz	22592367	read	SO	http://purl.obolibrary.org/obo/SO_0000150	73.74	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G16.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_2_S60_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_2_S60_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_2_S60_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_2_S60_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_2_S60_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_2_S60_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_2_S60_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_2_S60_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_2_S60_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_2_S60_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_2_S60_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_2_S60_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_2_S60_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_2_S60_L001_R2_raw.fastq.gz	30790212	read	SO	http://purl.obolibrary.org/obo/SO_0000150	66.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.3	Nucleic Acid Extraction	Agilent Bioanalyzer	6.4	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	G16.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_3_S61_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_3_S61_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_3_S61_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_3_S61_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_3_S61_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_3_S61_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_3_S61_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_3_S61_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_3_S61_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_3_S61_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_3_S61_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_3_S61_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_3_S61_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_3_S61_L001_R2_raw.fastq.gz	48039641	read	SO	http://purl.obolibrary.org/obo/SO_0000150	65.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.4	Nucleic Acid Extraction	Agilent Bioanalyzer	8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	G16.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_4_S62_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_4_S62_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_4_S62_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_4_S62_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_4_S62_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_4_S62_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_4_S62_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_4_S62_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_4_S62_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_4_S62_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_4_S62_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_4_S62_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_4_S62_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_4_S62_L001_R2_raw.fastq.gz	17039937	read	SO	http://purl.obolibrary.org/obo/SO_0000150	58.44	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.5	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G16.5	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_5_S63_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_5_S63_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_5_S63_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_5_S63_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_5_S63_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_5_S63_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_5_S63_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_5_S63_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_5_S63_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_5_S63_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_5_S63_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_5_S63_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_5_S63_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_5_S63_L001_R2_raw.fastq.gz	48177605	read	SO	http://purl.obolibrary.org/obo/SO_0000150	46.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.6	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G16.6	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_6_S64_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_6_S64_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_6_S64_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_6_S64_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_6_S64_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_6_S64_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_6_S64_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_6_S64_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_6_S64_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_6_S64_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_6_S64_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_6_S64_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_6_S64_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_6_S64_L001_R2_raw.fastq.gz	28732035	read	SO	http://purl.obolibrary.org/obo/SO_0000150	62.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G16.7	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G16.7	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G16_7_S65_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G16_7_S65_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G16_7_S65_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G16_7_S65_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G16_7_S65_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G16_7_S65_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G16_7_S65_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G16_7_S65_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G16_7_S65_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G16_7_S65_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G16_7_S65_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G16_7_S65_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G16_7_S65_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G16_7_S65_L001_R2_raw.fastq.gz	39878680	read	SO	http://purl.obolibrary.org/obo/SO_0000150	70.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G17.1	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G17.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G17_1_S70_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G17_1_S70_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G17_1_S70_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G17_1_S70_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G17_1_S70_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G17_1_S70_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G17_1_S70_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G17_1_S70_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G17_1_S70_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G17_1_S70_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G17_1_S70_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G17_1_S70_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G17_1_S70_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G17_1_S70_L001_R2_raw.fastq.gz	17842926	read	SO	http://purl.obolibrary.org/obo/SO_0000150	67.19	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G17.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G17.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G17_2_S14_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G17_2_S14_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G17_2_S14_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G17_2_S14_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G17_2_S14_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G17_2_S14_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G17_2_S14_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G17_2_S14_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G17_2_S14_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G17_2_S14_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G17_2_S14_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G17_2_S14_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G17_2_S14_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G17_2_S14_L001_R2_raw.fastq.gz	14292904	read	SO	http://purl.obolibrary.org/obo/SO_0000150	68.92	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G17.3	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G17.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G17_3_S71_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G17_3_S71_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G17_3_S71_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G17_3_S71_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G17_3_S71_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G17_3_S71_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G17_3_S71_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G17_3_S71_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G17_3_S71_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G17_3_S71_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G17_3_S71_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G17_3_S71_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G17_3_S71_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G17_3_S71_L001_R2_raw.fastq.gz	12512102	read	SO	http://purl.obolibrary.org/obo/SO_0000150	63.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
